company_codes,desc,industry_codes,publication_date,region_codes,title
",ftrade,onlnfr,onlnfr,","Those considering posting photos from a wild Vegas vacation may want to reconsider, now that an employment screening company will be archiving all Facebook information left public for its use.

The U.S. Federal Trade Commission is allowing Social Intelligence Corp. to keep files of Facebook users’ posts as part of a background-checking service for screening job applicants. The corporation, a screening company that helps employers find viable employees by gathering their public information from the Internet, is archiving this information to provide a verifiable chain-of-custody in case it is ever needed for legal reasons.",",iint,imed,isocial,",1309910400000,",usa,namz,",Company archiving all publicly-posted Facebook information for employment screening
",onlnfr,onlnfr,goog,","in tune with growing public awareness over the control of personal data, a new Facebook Union is providing one coherent and off-Facebook hub for discussion. By Jemima Kiss

With every new user, Facebook's insight and influence in our lives grows and it is now, by most estimates, the most used website in the world.",",iint,imed,isocial,",1280880000000,",uk,eecz,eurz,weurz,",Concerned about your data? Join the Facebook Union
",accl,dwitd,gldmns,goog,hewlp,onlnfr,orcle,pzaoob,sunmic,yahcor,onlnfr,","In a milestone for one of Silicon Valley's hottest companies, Facebook on Wednesday filed papers announcing a $5 billion initial public offering of stock in the world's biggest social networking business.

The stated size of the offering is smaller than expected, after weeks of speculation by analysts and industry observers who predicted Facebook might seek up to $10 billion. But documents indicated the figure is preliminary; the company could revise the numbers as it prepares to begin selling stock this spring.",",iint,imed,isocial,",1328054400000,",usca,namz,usa,usw,","Facebook files long-awaited IPO, seeks at least $5 billion"
",onlnfr,onlnfr,usdojc,","Commentators in the US have noticed a rising trend where employers have been requesting Facebook log-in details from job applicants.

Senators in the US are planning to ask the US Department of Justice to look into this matter and investigate whether employers demanding access to private individual social networking sites are violating federal law.",",isocial,iint,imed,",1332979200000,",uk,usa,eecz,eurz,namz,weurz,","Work-life boundaries are blurring through use of social network sites; John Turnbull, partner and head of employment at Exeter-based Stones Solicitors LLP, considers how social networking sites could lead to employment claims and urges employers and employees to be aware of the consequences of their online activity"
",onlnfr,acluny,aonlin,frstr,onlnfr,vnu,","Facebook Inc.'s newest feature that lets members publicly announce where they are can be useful, but should be approached with caution and common sense, Internet safety and privacy experts say.

""Location is a stream of information that is quite potent and quite personal and allows people to get a real read on your life,"" said Kurt Opsahl, senior staff attorney with the Electronic Frontier Foundation of San Francisco. ""The question people should ask themselves is, is that something they want to do?""",",iint,imed,isocial,",1282694400000,",usca,namz,usa,usw,",Experts advise caution using Facebook Places
",onlnfr,onlnfr,","SAN FRANCISCO: Facebook Inc has agreed to pay $10 million (R83m) to charity to settle a lawsuit that accused the site of violating users' rights to control the use of their own names, photographs and likenesses, according to court documents made public over the weekend.

The lawsuit, brought by five Facebook members, alleged the social networking site violated California law by publicising users' ""likes"" of certain advertisers on its ""Sponsored Stories"" feature without paying them or giving them a way to opt out, the documents said.",",iint,imed,isocial,",1339977600000,",usca,sfra,namz,usa,usw,",$10 million|Facebook|privacy|settlement
",onlnfr,onlnfr,","According to its official website, Facebook has more than 500 million active users worldwide. At least half of them log on every day.

Facebook users spend 700 billion minutes per month online with Facebook. That many minutes a month comes out to more than 130,000 years of time, posting and receiving information — every month. In dog years, that would be even more astronomical.",",iint,imed,isocial,",1288396800000,",usil,namz,usa,usc,",Online idiocy / Poachers nabbed after posting on Facebook
",newsc,myspae,specni,","MySpace is cutting 47 percent of its staff amid reports that owner News Corp. is preparing the social networking website for a possible sale.

MySpace is firing about 500 employees in a broad restructuring across all of its operations, according to an e-mailed statement from the Beverly Hills, California-based website yesterday. MySpace will enter into local partnerships in the U.K., Germany and Australia to manage advertising and content.",",iint,imed,isocial,",1294704000000,",usny,namz,usa,use,",MySpace cuts staff by 47%
",onlnfr,onlnfr,","Sept. 18--If you aren't on Facebook yet, you're likely in the minority, especially if you're younger than 30.

And if you're in high school or college and don't have at least 500 ""friends,"" you must be a dud, if you believe the hype on the popular social network.",",iint,imed,isocial,",1284768000000,",usco,namz,usa,usw,",Workshop will focus on Facebook vs. real relationships
",myspae,newsc,newsc,onlnfr,yahcor,specni,","MySpace, once the world's number one social network, was put on notice by its parent company, News Corp, last night after one of the company's top executives said that its losses were ""neither acceptable or sustainable"".

Chase Carey, News Corp's president, said the company was clear that MySpace ""is a problem"" after quarterly losses in its digital and other activities widened by $30m to $156m (pounds 97m)",",iint,imed,isocial,",1288828800000,",uk,eecz,eurz,weurz,",News Corp runs out of patience with MySpace
",onlnfr,onlnfr,","
   (From THE WALL STREET JOURNAL) 
   By Geoffrey A. Fowler 

A temporary restraining order against transfer of assets by Facebook Inc. will expire on Friday, parties in a lawsuit involving the company said, after a federal judge held a hearing on the matter.",",iint,imed,isocial,",1279679640000,,WSJ(7/21) Parties To Let Facebook Order Expire
",onlnfr,onlnfr,","London, July 20 -- A British man has been banned from Facebook after he used the social networking site to bed more than 300 women. Clive Worth, 60, an ex-miner, from Pontyates, South Wales, who claims to have bedded 1,500 women he met online, has had to delete his profile four times. Worth, who has also been banned from five dating websites after jilted conquests reported him, is now posing as a woman and trying to convert lesbians. ""They get upset and report me, saying I'm just after sex,"" the Sun quoted him as saying. Facebook has in a statement clarified that it is not a place to set up dates. ""Facebook is not the place to meet people you don't know, it is about connecting and sharing with your existing friends,"" the statement read.Published by HT Syndication with permission from Asian News International.",",iint,imed,isocial,",1279584000000,",eland,eecz,eurz,uk,weurz,",Brit man banned from Facebook for using it to bed 300 women
",onlnfr,onlnfr,","
   (From THE WALL STREET JOURNAL) 
   By Geoffrey A. Fowler 

A temporary restraining order against transfer of assets by Facebook Inc. will expire on Friday, parties in a lawsuit involving the company said, after a federal judge held a hearing on the matter.",",iint,imed,isocial,",1279679640000,,WSJ(7/21) Parties To Let Facebook Order Expire
",onlnfr,myspae,specni,","MUMBAI:MySpace, announced over 1 million new sign-ups as a result of the company's newly launched Myspace Music Player. Myspace's U.S. account sign-ups have risen to an average of 40,000 new registrations daily, driven by the user-friendly music player.

The intuitive new music player features the largest online catalogue of free music in the world with 42 million songs, eclipsing all other competitors. The new Myspace player has unlimited, on-demand listening, lean-back personalized radio modes, a highly sophisticated recommendation engine and easy integration with Facebook.",",iint,imed,isocial,",1329177600000,",mumbai,asiaz,bric,devgcoz,dvpcoz,india,indsubz,mahara,sasiaz,",MySpace gains over 1 mn registrations with new music player
